序号,日期,股票,代码,买卖,操作摘要,交易结果,成交价,数量(股),成交金额(元),手续费税费滑点(元),买卖理由,本次已实现盈亏(元),本次收益率(%),交易后持股(股),持仓状态,现金变化(元),选股理由,买卖依据对照,结构比例,锚点低/高,锚点日期
211,2025-05-29,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 500股，成交价41.327，成交金额20,663.62元，现金+20,637.96元，本次盈利+992.70元，收益率+5.05%，剩余3200股",盈利992.70元 (+5.05%),41.327,500,20663.62,25.66,L9；上一格卖出；盘中触及结构位成交,992.7,5.0531,3200,持有3200股,20637.96,,,,,
212,2025-05-29,海大集团,sz.002311,卖出,"卖出海大集团(sz.002311) 5100股，成交价57.02，成交金额290,802.00元，现金+290,486.48元，本次亏损-4,414.94元，收益率-1.50%，清仓","亏损-4,414.94元 (-1.50%)",57.02,5100,290802.0,315.52,收盘条件止损；14:55收盘代理价成交,-4414.94,-1.4971,0,清仓,290486.48,,,,,
213,2025-06-04,中宠股份,sz.002891,买入,"买入中宠股份(sz.002891) 4100股，成交价71.61，成交金额293,601.00元，现金-293,772.76元，交易后持股4100股",建仓成本171.76元,71.61,4100,293601.0,171.76,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-171.76,,4100,持有4100股,-293772.76,基本面硬条件通过且多周期强度居前；20日强度+17.5%；60日强度+72.9%；120日强度+101.8%；距120日高点-4.2%；MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；量能高于5/10日基准1.32倍；多周期均量扣低走高,,,
214,2025-06-05,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价43.502，成交金额17,400.94元，现金+17,378.54元，本次盈利+834.38元，收益率+5.04%，剩余2800股",盈利834.38元 (+5.04%),43.502,400,17400.94,22.4,L8；上一格卖出；盘中触及结构位成交,834.38,5.0434,2800,持有2800股,17378.54,,,,,
215,2025-06-06,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价45.792，成交金额18,316.78元，现金+18,293.46元，本次盈利+1,448.05元，收益率+8.60%，剩余2400股","盈利1,448.05元 (+8.60%)",45.792,400,18316.78,23.32,L7；上一格卖出；盘中触及结构位成交,1448.05,8.5961,2400,持有2400股,18293.46,,,,,
216,2025-06-06,中宠股份,sz.002891,卖出,"卖出中宠股份(sz.002891) 4100股，成交价64.449，成交金额264,240.90元，现金+263,954.20元，本次亏损-29,818.56元，收益率-10.15%，清仓","亏损-29,818.56元 (-10.15%)",64.449,4100,264240.9,286.7,hard space stop 64.449；盘中硬止损成交,-29818.56,-10.1502,0,清仓,263954.2,,,,,
217,2025-06-09,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价50.612，成交金额20,244.86元，现金+20,219.62元，本次盈利+3,374.20元，收益率+20.03%，剩余2000股","盈利3,374.20元 (+20.03%)",50.612,400,20244.86,25.24,L4；上一格卖出；盘中触及结构位成交,3374.2,20.0304,2000,持有2000股,20219.62,,,,,
218,2025-06-09,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价48.202，成交金额19,280.82元，现金+19,256.54元，本次盈利+2,411.13元，收益率+14.31%，剩余1600股","盈利2,411.13元 (+14.31%)",48.202,400,19280.82,24.28,L6；上一格卖出；盘中触及结构位成交,2411.13,14.3132,1600,持有1600股,19256.54,,,,,
219,2025-06-09,新易盛,sz.300502,买入,"买入新易盛(sz.300502) 4100股，成交价71.96，成交金额295,036.00元，现金-295,208.60元，交易后持股4100股",建仓成本172.60元,71.96,4100,295036.0,172.6,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-172.6,,4100,持有4100股,-295208.6,基本面硬条件通过且多周期强度居前；20日强度+29.9%；60日强度+50.9%；120日强度+19.5%；距120日高点-0.9%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
220,2025-06-10,新易盛,sz.300502,卖出,"卖出新易盛(sz.300502) 4100股，成交价70.77，成交金额290,157.00元，现金+289,842.18元，本次亏损-5,366.42元，收益率-1.82%，清仓","亏损-5,366.42元 (-1.82%)",70.77,4100,290157.0,314.82,开盘未站上71.140；跳空止损成交,-5366.42,-1.8178,0,清仓,289842.18,,,,,
221,2025-06-10,胜宏科技,sz.300476,买入,"买入胜宏科技(sz.300476) 2800股，成交价103.94，成交金额291,032.00元，现金-291,202.25元，交易后持股2800股",建仓成本170.25元,103.94,2800,291032.0,170.25,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-170.25,,2800,持有2800股,-291202.25,基本面硬条件通过且多周期强度居前；20日强度+30.5%；60日强度+56.5%；120日强度+131.8%；距120日高点-0.2%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；多周期均量扣低走高,,,
222,2025-06-12,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价53.022，成交金额21,208.91元，现金+21,182.70元，本次盈利+4,337.28元，收益率+25.75%，剩余1200股","盈利4,337.28元 (+25.75%)",53.022,400,21208.91,26.21,L5；上一格卖出；盘中触及结构位成交,4337.28,25.7475,1200,持有1200股,21182.7,,,,,
223,2025-06-24,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.18，成交金额18,326.00元，现金-18,340.16元，交易后持股700股",建仓成本14.16元,26.18,700,18326.0,14.16,L1；价值线网格第1份；开盘已触发成交,-14.16,,700,持有700股,-18340.16,,,,,
224,2025-06-24,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.18，成交金额18,326.00元，现金-18,340.16元，交易后持股1400股",建仓成本14.16元,26.18,700,18326.0,14.16,L2；价值线网格第2份；开盘已触发成交,-14.16,,1400,持有1400股,-18340.16,,,,,
225,2025-06-24,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.18，成交金额18,326.00元，现金-18,340.16元，交易后持股2100股",建仓成本14.16元,26.18,700,18326.0,14.16,L3；价值线网格第3份；开盘已触发成交,-14.16,,2100,持有2100股,-18340.16,,,,,
226,2025-06-24,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.18，成交金额18,326.00元，现金-18,340.16元，交易后持股2800股",建仓成本14.16元,26.18,700,18326.0,14.16,L4；价值线网格第4份；开盘已触发成交,-14.16,,2800,持有2800股,-18340.16,,,,,
227,2025-06-24,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.18，成交金额18,326.00元，现金-18,340.16元，交易后持股3500股",建仓成本14.16元,26.18,700,18326.0,14.16,L5；价值线网格第5份；开盘已触发成交,-14.16,,3500,持有3500股,-18340.16,,,,,
228,2025-06-24,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.18，成交金额18,326.00元，现金-18,340.16元，交易后持股4200股",建仓成本14.16元,26.18,700,18326.0,14.16,L6；价值线网格第6份；开盘已触发成交,-14.16,,4200,持有4200股,-18340.16,,,,,
229,2025-06-24,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.18，成交金额18,326.00元，现金-18,340.16元，交易后持股4900股",建仓成本14.16元,26.18,700,18326.0,14.16,L7；价值线网格第7份；开盘已触发成交,-14.16,,4900,持有4900股,-18340.16,,,,,
230,2025-06-24,赤峰黄金,sh.600988,买入,"买入赤峰黄金(sh.600988) 700股，成交价26.066，成交金额18,246.03元，现金-18,260.15元，交易后持股5600股",建仓成本14.12元,26.066,700,18246.03,14.12,L8；价值线网格第8份；盘中触及结构位成交,-14.12,,5600,持有5600股,-18260.15,,,,,
231,2025-06-24,海大集团,sz.002311,买入,"买入海大集团(sz.002311) 300股，成交价56.17，成交金额16,851.00元，现金-16,864.43元，交易后持股300股",建仓成本13.43元,56.17,300,16851.0,13.43,L1；价值线网格第1份；开盘已触发成交,-13.43,,300,持有300股,-16864.43,,,,,
232,2025-06-24,海大集团,sz.002311,买入,"买入海大集团(sz.002311) 300股，成交价56.17，成交金额16,851.00元，现金-16,864.43元，交易后持股600股",建仓成本13.43元,56.17,300,16851.0,13.43,L2；价值线网格第2份；开盘已触发成交,-13.43,,600,持有600股,-16864.43,,,,,
233,2025-06-24,海大集团,sz.002311,买入,"买入海大集团(sz.002311) 300股，成交价56.17，成交金额16,851.00元，现金-16,864.43元，交易后持股900股",建仓成本13.43元,56.17,300,16851.0,13.43,L3；价值线网格第3份；开盘已触发成交,-13.43,,900,持有900股,-16864.43,,,,,
234,2025-06-24,海大集团,sz.002311,买入,"买入海大集团(sz.002311) 300股，成交价56.17，成交金额16,851.00元，现金-16,864.43元，交易后持股1200股",建仓成本13.43元,56.17,300,16851.0,13.43,L4；价值线网格第4份；开盘已触发成交,-13.43,,1200,持有1200股,-16864.43,,,,,
235,2025-06-24,海大集团,sz.002311,买入,"买入海大集团(sz.002311) 300股，成交价56.17，成交金额16,851.00元，现金-16,864.43元，交易后持股1500股",建仓成本13.43元,56.17,300,16851.0,13.43,L5；价值线网格第5份；开盘已触发成交,-13.43,,1500,持有1500股,-16864.43,,,,,
236,2025-06-24,海大集团,sz.002311,买入,"买入海大集团(sz.002311) 300股，成交价56.17，成交金额16,851.00元，现金-16,864.43元，交易后持股1800股",建仓成本13.43元,56.17,300,16851.0,13.43,L6；价值线网格第6份；开盘已触发成交,-13.43,,1800,持有1800股,-16864.43,,,,,
237,2025-07-03,胜宏科技,sz.300476,买入,"买入胜宏科技(sz.300476) 600股，成交价141.76，成交金额85,056.00元，现金-85,105.76元，交易后持股3400股",建仓成本49.76元,141.76,600,85056.0,49.76,浮盈加仓33%；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-49.76,,3400,持有3400股,-85105.76,基本面硬条件通过且多周期强度居前；20日强度+55.0%；60日强度+67.5%；120日强度+191.4%；距120日高点-2.2%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
238,2025-07-09,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价58.57，成交金额23,428.00元，现金+23,399.57元，本次盈利+6,554.16元，收益率+38.91%，剩余800股","盈利6,554.16元 (+38.91%)",58.57,400,23428.0,28.43,L1；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,6554.16,38.9077,800,持有800股,23399.57,,,,,
239,2025-07-09,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价58.57，成交金额23,428.00元，现金+23,399.57元，本次盈利+6,554.16元，收益率+38.91%，剩余400股","盈利6,554.16元 (+38.91%)",58.57,400,23428.0,28.43,L2；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,6554.16,38.9077,400,持有400股,23399.57,,,,,
240,2025-07-09,天孚通信,sz.300394,卖出,"卖出天孚通信(sz.300394) 400股，成交价58.57，成交金额23,428.00元，现金+23,399.57元，本次盈利+6,554.16元，收益率+38.91%，清仓","盈利6,554.16元 (+38.91%)",58.57,400,23428.0,28.43,L3；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,6554.16,38.9077,0,清仓,23399.57,,,,,
241,2025-07-09,海大集团,sz.002311,卖出,"卖出海大集团(sz.002311) 300股，成交价57.56，成交金额17,268.00元，现金+17,245.73元，本次盈利+381.31元，收益率+2.26%，剩余1500股",盈利381.31元 (+2.26%),57.56,300,17268.0,22.27,L1；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,381.31,2.261,1500,持有1500股,17245.73,,,,,
242,2025-07-09,海大集团,sz.002311,卖出,"卖出海大集团(sz.002311) 300股，成交价57.56，成交金额17,268.00元，现金+17,245.73元，本次盈利+381.31元，收益率+2.26%，剩余1200股",盈利381.31元 (+2.26%),57.56,300,17268.0,22.27,L2；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,381.31,2.261,1200,持有1200股,17245.73,,,,,
243,2025-07-09,海大集团,sz.002311,卖出,"卖出海大集团(sz.002311) 300股，成交价57.56，成交金额17,268.00元，现金+17,245.73元，本次盈利+381.31元，收益率+2.26%，剩余900股",盈利381.31元 (+2.26%),57.56,300,17268.0,22.27,L3；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,381.31,2.261,900,持有900股,17245.73,,,,,
244,2025-07-09,海大集团,sz.002311,卖出,"卖出海大集团(sz.002311) 300股，成交价57.56，成交金额17,268.00元，现金+17,245.73元，本次盈利+381.31元，收益率+2.26%，剩余600股",盈利381.31元 (+2.26%),57.56,300,17268.0,22.27,L4；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,381.31,2.261,600,持有600股,17245.73,,,,,
245,2025-07-09,海大集团,sz.002311,卖出,"卖出海大集团(sz.002311) 300股，成交价57.56，成交金额17,268.00元，现金+17,245.73元，本次盈利+381.31元，收益率+2.26%，剩余300股",盈利381.31元 (+2.26%),57.56,300,17268.0,22.27,L5；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,381.31,2.261,300,持有300股,17245.73,,,,,
246,2025-07-09,海大集团,sz.002311,卖出,"卖出海大集团(sz.002311) 300股，成交价57.56，成交金额17,268.00元，现金+17,245.73元，本次盈利+381.31元，收益率+2.26%，清仓",盈利381.31元 (+2.26%),57.56,300,17268.0,22.27,L6；右侧行情左侧标的限额；保留=sh.600988；次日开盘退出,381.31,2.261,0,清仓,17245.73,,,,,
247,2025-07-09,广合科技,sz.001389,买入,"买入广合科技(sz.001389) 4500股，成交价65.53，成交金额294,885.00元，现金-295,057.51元，交易后持股4500股",建仓成本172.51元,65.53,4500,294885.0,172.51,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-172.51,,4500,持有4500股,-295057.51,基本面硬条件通过且多周期强度居前；20日强度+11.8%；60日强度+59.6%；120日强度+37.8%；距120日高点+0.0%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.33倍；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；量能高于5/10日基准1.33倍；多周期均量扣低走高,,,
248,2025-07-10,广合科技,sz.001389,卖出,"卖出广合科技(sz.001389) 4500股，成交价63.26，成交金额284,670.00元，现金+284,361.13元，本次亏损-10,696.37元，收益率-3.63%，清仓","亏损-10,696.37元 (-3.63%)",63.26,4500,284670.0,308.87,收盘条件止损；14:55收盘代理价成交,-10696.37,-3.6252,0,清仓,284361.13,,,,,
249,2025-07-15,匠心家居,sz.301061,买入,"买入匠心家居(sz.301061) 4300股，成交价69.11，成交金额297,173.00元，现金-297,346.85元，交易后持股4300股",建仓成本173.85元,69.11,4300,297173.0,173.85,33未三日下行首仓；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-173.85,,4300,持有4300股,-297346.85,基本价值线模型入选；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内；基本面硬条件通过且多周期强度居前；20日强度+22.0%；60日强度+97.6%；120日强度+68.1%；距120日高点-2.3%；MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,MA20/MA60同步上扬；收盘站上MA20；距离21日收盘高点3%以内,,,
250,2025-07-15,胜宏科技,sz.300476,买入,"买入胜宏科技(sz.300476) 700股，成交价163.0，成交金额114,100.00元，现金-114,166.75元，交易后持股4100股",建仓成本66.75元,163.0,700,114100.0,66.75,浮盈加仓33%；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-66.75,,4100,持有4100股,-114166.75,基本面硬条件通过且多周期强度居前；20日强度+29.0%；60日强度+92.4%；120日强度+197.1%；距120日高点-8.2%；MA20/MA60同步上扬；收盘站上MA20,MA20/MA60同步上扬；收盘站上MA20,,,
251,2025-07-16,胜宏科技,sz.300476,卖出,"卖出胜宏科技(sz.300476) 700股，成交价154.03，成交金额107,821.00元，现金+107,704.01元，本次亏损-6,462.73元，收益率-5.66%，剩余3400股","亏损-6,462.73元 (-5.66%)",154.03,700,107821.0,116.99,收盘条件止损；14:55收盘代理价成交,-6462.73,-5.6608,3400,持有3400股,107704.01,,,,,
252,2025-07-17,胜宏科技,sz.300476,买入,"买入胜宏科技(sz.300476) 700股，成交价168.78，成交金额118,146.00元，现金-118,215.12元，交易后持股4100股",建仓成本69.12元,168.78,700,118146.0,69.12,浮盈加仓33%；强趋势收盘放量突破21日收盘高点；突破位止损；close_confirmed,-69.12,,4100,持有4100股,-118215.12,基本面硬条件通过且多周期强度居前；20日强度+32.5%；60日强度+111.7%；120日强度+220.2%；距120日高点-5.5%；MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,MA20/MA60同步上扬；收盘站上MA20；多周期均量扣低走高,,,
